date,n_windows,n_anom_windows,anomaly_ratio,max_hybrid_score,mean_hybrid_score,suspicion_threshold,is_suspicious_day
2024-11-30,128,11,0.0859375,0.4137979366240747,0.1294480500652778,0.5587830662966988,False
2024-12-01,128,9,0.0703125,0.8382961352888851,0.14161005153978007,0.5587830662966988,True
2024-12-02,122,11,0.09016393442622951,0.466217505441732,0.11479245982921508,0.5587830662966988,False
2024-12-03,143,13,0.09090909090909091,0.4307856946588107,0.10436177872780548,0.5587830662966988,False
2024-12-04,82,12,0.14634146341463414,0.4324278555499039,0.13317751125695856,0.5587830662966988,False
2024-12-05,90,11,0.12222222222222222,0.9058217902390469,0.1271452293444495,0.5587830662966988,True
2024-12-06,143,16,0.11188811188811189,0.3970324162558738,0.11149661049292568,0.5587830662966988,False
2024-12-07,141,16,0.11347517730496454,0.5342525288907367,0.14005463238217056,0.5587830662966988,False
2024-12-08,137,16,0.11678832116788321,0.46633828238715996,0.14349721687027678,0.5587830662966988,False
2024-12-09,132,12,0.09090909090909091,0.40720805182487885,0.12395937966659636,0.5587830662966988,False
2024-12-10,134,16,0.11940298507462686,0.5609057079877142,0.12936838142680768,0.5587830662966988,True
2024-12-11,140,12,0.08571428571428572,0.4028368630128382,0.09982537155791088,0.5587830662966988,False
2024-12-12,140,10,0.07142857142857142,0.5479769724270578,0.10867547523839503,0.5587830662966988,False
2024-12-13,142,11,0.07746478873239436,0.3815702350724146,0.0890254452752438,0.5587830662966988,False
2024-12-14,144,17,0.11805555555555555,0.4898099267275774,0.14272164665175271,0.5587830662966988,False
2024-12-15,140,14,0.1,0.44711495773882154,0.1301171468513785,0.5587830662966988,False
2024-12-16,136,18,0.1323529411764706,0.5022429393642328,0.14594277180741497,0.5587830662966988,False
2024-12-17,109,9,0.08256880733944955,0.64214668743688,0.17077726161791984,0.5587830662966988,True
2024-12-18,123,0,0.0,0.24615443870630616,0.24615443870630616,0.5587830662966988,False
2024-12-19,120,3,0.025,0.30603402103916477,0.18464213671949187,0.5587830662966988,False
2024-12-20,123,10,0.08130081300813008,0.4728436194360284,0.12054008518703842,0.5587830662966988,False
2024-12-21,125,9,0.072,0.43929660243578045,0.12882261687671598,0.5587830662966988,False
2024-12-22,52,7,0.1346153846153846,0.43835171521304284,0.14198736050287641,0.5587830662966988,False
2024-12-23,119,17,0.14285714285714285,0.5333746424505375,0.11306610036388626,0.5587830662966988,False
2024-12-24,109,18,0.1651376146788991,0.4224337123787398,0.13530924865600882,0.5587830662966988,False
2024-12-25,47,35,0.7446808510638298,0.496380141319512,0.3193152001742961,0.5587830662966988,False
2024-12-26,144,15,0.10416666666666667,0.5100121070875162,0.1112500217422104,0.5587830662966988,False
