date,n_windows,n_anom_windows,anomaly_ratio,max_hybrid_score,mean_hybrid_score,suspicion_threshold,is_suspicious_day
2024-12-27,143,13,0.09090909090909091,0.3813729757835212,0.1063116815792259,0.5587830662966988,False
2024-12-28,142,15,0.1056338028169014,0.4848398535642114,0.1243018300453298,0.5587830662966988,False
2024-12-29,143,17,0.11888111888111888,0.5129116973583844,0.15000455404848942,0.5587830662966988,False
2024-12-30,142,22,0.15492957746478872,0.45417573214677065,0.11709878923046817,0.5587830662966988,False
2024-12-31,142,14,0.09859154929577464,0.4665730957171958,0.10195775888646741,0.5587830662966988,False
2025-01-01,143,15,0.1048951048951049,0.459033979320453,0.12622569108611906,0.5587830662966988,False
2025-01-02,97,12,0.12371134020618557,0.7953975469420049,0.11295055996950296,0.5587830662966988,True
2025-01-03,144,16,0.1111111111111111,0.4548208064840959,0.1298458388105169,0.5587830662966988,False
2025-01-04,114,9,0.07894736842105263,0.4638375211455879,0.12560506347280687,0.5587830662966988,False
2025-01-05,143,17,0.11888111888111888,0.5041234152086841,0.12456754191753992,0.5587830662966988,False
2025-01-06,141,14,0.09929078014184398,0.44977585359378813,0.12363027843383365,0.5587830662966988,False
2025-01-07,134,20,0.14925373134328357,0.4874623443552184,0.12820705810218933,0.5587830662966988,False
2025-01-08,143,18,0.1258741258741259,0.49392979535476794,0.11097587609470304,0.5587830662966988,False
2025-01-09,136,16,0.11764705882352941,0.4562857529272918,0.1205620769756932,0.5587830662966988,False
2025-01-10,143,11,0.07692307692307693,0.5024278760703915,0.09710273635204868,0.5587830662966988,False
2025-01-11,142,14,0.09859154929577464,0.4534716966087309,0.14067912715690942,0.5587830662966988,False
2025-01-12,127,3,0.023622047244094488,0.3304411479134196,0.14086888351779428,0.5587830662966988,False
2025-01-13,130,7,0.05384615384615385,0.42920454581503503,0.1025848890873177,0.5587830662966988,False
2025-01-14,131,5,0.03816793893129771,0.3810177729618363,0.10314383903824464,0.5587830662966988,False
2025-01-15,127,10,0.07874015748031496,0.41121772565568093,0.09937934064985289,0.5587830662966988,False
2025-01-16,129,6,0.046511627906976744,0.3983555378494946,0.11573337626537682,0.5587830662966988,False
2025-01-17,117,9,0.07692307692307693,0.4587859652209015,0.10716571739400006,0.5587830662966988,False
2025-01-18,137,12,0.08759124087591241,0.4461052306000289,0.12382009100827256,0.5587830662966988,False
2025-01-19,143,12,0.08391608391608392,0.4640511341671126,0.13741897043279355,0.5587830662966988,False
2025-01-20,127,8,0.06299212598425197,0.4433527474090898,0.10357569778023672,0.5587830662966988,False
2025-01-21,141,12,0.0851063829787234,0.5205644494710917,0.09646139184646982,0.5587830662966988,False
2025-01-22,111,15,0.13513513513513514,0.47218981595000337,0.11748964720292815,0.5587830662966988,False
2025-01-23,144,15,0.10416666666666667,0.43346543103634877,0.10127952964055854,0.5587830662966988,False
2025-01-24,143,12,0.08391608391608392,0.49588745919722904,0.09725735793410391,0.5587830662966988,False
2025-01-25,142,19,0.13380281690140844,0.5566604246056835,0.13798529513554045,0.5587830662966988,False
2025-01-26,130,12,0.09230769230769231,0.5667505019644251,0.15042605588109087,0.5587830662966988,True
2025-01-27,130,18,0.13846153846153847,0.47266454314586703,0.13381999601678357,0.5587830662966988,False
2025-01-28,143,10,0.06993006993006994,0.4943103565257374,0.10979375984885723,0.5587830662966988,False
2025-01-29,140,13,0.09285714285714286,0.398943035324943,0.11724583611860306,0.5587830662966988,False
2025-01-30,141,10,0.07092198581560284,0.3994761585008849,0.10464754860166064,0.5587830662966988,False
2025-01-31,144,12,0.08333333333333333,0.4628652239244822,0.10780957159823516,0.5587830662966988,False
2025-02-01,139,16,0.11510791366906475,0.5685243148534986,0.1460394408849439,0.5587830662966988,True
2025-02-02,143,16,0.11188811188811189,0.5070194935685363,0.15001708153217178,0.5587830662966988,False
2025-02-03,143,16,0.11188811188811189,0.4533422803432268,0.14178971589334585,0.5587830662966988,False
