event_id,date,segment,start_time,end_time,duration_seconds,duration_minutes,n_windows,max_hybrid_score,mean_hybrid_score,max_if_score,max_ae_score,max_power_range,max_power_step,max_flat_steps_fraction,max_pf_std,global_pf_min,global_pf_max,max_pf_step,max_power_drop,max_dip_range,mean_sustained_low_fraction,total_repetitive_dip_count,max_zero_power_fraction,total_zero_power_duration_seconds,strong_event_threshold,is_strong_event,cue_sharp_spike,cue_pf_abnormal,cue_meter_freeze,cue_strong_ml,cue_deep_dip,cue_sustained_low,cue_long_zero,cue_repetitive_dips,cue_peak_hour_dip,theft_cues,is_theft_like_event
64,2024-12-09,evening,2024-12-09 18:41:20,2024-12-09 19:03:00,1300.0,21.666666666666668,2,0.40720805182487885,0.3903003951592525,0.7654466299823262,0.048969473667431505,2103.61,2015.69,0.125,0.0450609926161814,0.87,1.0,0.13,2015.69,1596.49075,0.0,47,0.0,0.0,0.4941581320573496,False,False,False,False,False,True,False,False,False,True,"['Deep Power Dip', 'Dip During Peak Hours']",True
65,2024-12-09,evening,2024-12-09 23:25:25,2024-12-09 23:36:20,655.0,10.916666666666666,1,0.3372226859526977,0.3372226859526977,0.5598263748829307,0.11461899702246474,1795.68,1749.17,0.175,0.1609537330000975,0.38,1.0,0.61,1737.3400000000001,227.63708333333332,0.0,4,0.0,0.0,0.4941581320573496,False,False,False,True,False,False,False,False,False,False,['Meter Freeze'],True
66,2024-12-10,night,2024-12-10 04:42:05,2024-12-10 05:03:50,1305.0,21.75,2,0.4141936373998746,0.40361821034165146,0.7519109634112842,0.10726729596974238,2250.3399999999997,2241.19,0.15,0.18853794195215867,0.37,1.0,0.6,2195.39,1638.4196666666667,0.0,7,0.0,0.0,0.4941581320573496,False,True,False,True,False,True,False,False,False,False,"['Sharp Power Spike', 'Meter Freeze', 'Deep Power Dip']",True
67,2024-12-10,night,2024-12-10 05:25:45,2024-12-10 05:36:45,660.0,11.0,1,0.31130288926843086,0.31130288926843086,0.5507458388357963,0.07185993970106544,1683.44,1635.5,0.15,0.021330566226791914,0.84,1.0,0.16000000000000003,1616.2,189.72041666666658,0.0,5,0.0,0.0,0.4941581320573496,False,False,False,True,False,False,False,False,False,False,['Meter Freeze'],True
68,2024-12-10,morning,2024-12-10 06:09:35,2024-12-10 06:31:20,1305.0,21.75,2,0.34566797426704876,0.3447396020933944,0.6474120105382415,0.04392393799585602,1968.4899999999998,1968.4899999999998,0.14166666666666666,0.09776669365836654,0.56,1.0,0.42999999999999994,1841.26,1055.253,0.0,20,0.0,0.0,0.4941581320573496,False,False,False,False,False,False,False,False,False,False,[],False
69,2024-12-10,morning,2024-12-10 07:25:55,2024-12-10 07:36:55,660.0,11.0,1,0.3778714876954069,0.3778714876954069,0.5844972033171861,0.17124577207362773,1359.58,1328.73,0.13333333333333333,0.21702432019374132,0.04,1.0,0.94,1318.38,286.28308333333325,0.0,7,0.0,0.0,0.4941581320573496,False,False,True,False,False,False,False,False,False,False,['PF Abnormality'],True
70,2024-12-10,morning,2024-12-10 07:58:50,2024-12-10 08:42:35,2625.0,43.75,4,0.36039130521966617,0.34361618171679253,0.6933599647207759,0.036026731454729274,1941.6100000000001,1876.0900000000001,0.125,0.052057393540420584,0.73,1.0,0.24,1876.0900000000001,1135.6420833333332,0.0,28,0.0,0.0,0.4941581320573496,False,False,False,False,False,False,False,False,False,False,[],False
71,2024-12-10,morning,2024-12-10 09:04:35,2024-12-10 09:26:25,1310.0,21.833333333333332,2,0.5609057079877142,0.4854830201221394,0.9677875567367488,0.15402385923867956,3905.2599999999998,1941.4299999999998,0.09166666666666666,0.15754450429428926,0.05,1.0,0.95,1859.57,1434.0473333333332,0.0,90,0.0,0.0,0.4941581320573496,True,False,False,False,True,False,False,False,True,True,"['Strong ML Anomaly', 'Repetitive Dip Pattern', 'Dip During Peak Hours']",True
72,2024-12-10,morning,2024-12-10 11:59:30,2024-12-10 12:21:10,1300.0,21.666666666666668,2,0.3921945772106917,0.3752000199332754,0.7432007758297965,0.04209921364233167,1923.44,1922.23,0.13333333333333333,0.08974408058473829,0.46,1.0,0.53,1879.4699999999998,1431.2315,0.5291666666666667,8,0.11666666666666667,70.0,0.4941581320573496,False,False,False,False,False,False,True,True,False,True,"['Sustained Low Power', 'Long Near-Zero Power', 'Dip During Peak Hours']",True
73,2024-12-10,afternoon,2024-12-10 16:57:40,2024-12-10 17:08:30,650.0,10.833333333333334,1,0.3226766710388412,0.3226766710388412,0.5511887429918558,0.09416459908582651,1747.34,1516.28,0.14166666666666666,0.17348228776064337,0.16,1.0,0.82,1501.9499999999998,315.62075,0.0,19,0.0,0.0,0.4941581320573496,False,False,False,False,False,False,False,False,False,False,[],False
74,2024-12-10,evening,2024-12-10 20:16:05,2024-12-10 20:26:00,595.0,9.916666666666666,1,0.2877700169306828,0.2877700169306828,0.5115449095548487,0.063995124306517,1660.61,1640.3,0.016666666666666666,0.04354427823109101,0.79,1.0,0.20999999999999996,1243.9,226.53625,0.0,15,0.0,0.0,0.4941581320573496,False,False,False,False,False,False,False,False,False,False,[],False
75,2024-12-11,night,2024-12-11 04:58:30,2024-12-11 05:42:00,2610.0,43.5,4,0.38749656046811487,0.34256970627623934,0.6889696943945722,0.08602342654165746,2269.84,2170.09,0.15,0.14362673458966088,0.4,1.0,0.6,2111.29,686.3675000000001,0.0,24,0.0,0.0,0.4941581320573496,False,True,False,True,False,True,False,False,False,False,"['Sharp Power Spike', 'Meter Freeze', 'Deep Power Dip']",True
76,2024-12-11,morning,2024-12-11 06:29:35,2024-12-11 07:02:10,1955.0,32.583333333333336,3,0.3545677512521643,0.32039877246467796,0.6554112180486515,0.06528808176268588,1939.45,1939.45,0.13333333333333333,0.1469608555213107,0.07,1.0,0.8899999999999999,1821.61,1455.4380833333335,0.0,34,0.0,0.0,0.4941581320573496,False,False,False,False,False,False,False,False,False,False,[],False
77,2024-12-11,morning,2024-12-11 08:08:00,2024-12-11 08:18:55,655.0,10.916666666666666,1,0.34492199039543475,0.34492199039543475,0.609095652159924,0.0807483286309455,1822.47,1782.37,0.11666666666666667,0.15189214009362773,0.1,1.0,0.88,14.36,1498.664833333333,0.0,4,0.0,0.0,0.4941581320573496,False,False,False,False,False,False,False,False,False,False,[],False
78,2024-12-11,morning,2024-12-11 11:02:40,2024-12-11 11:24:20,1300.0,21.666666666666668,2,0.4028368630128382,0.3562919902288774,0.7633847025370698,0.042289023488606615,1898.93,1888.99,0.14166666666666666,0.07976771833824062,0.48,1.0,0.52,1888.99,1042.5490833333333,0.22083333333333333,7,0.10833333333333334,65.0,0.4941581320573496,False,False,False,False,False,False,False,True,False,True,"['Long Near-Zero Power', 'Dip During Peak Hours']",True
79,2024-12-11,morning,2024-12-11 11:35:20,2024-12-11 11:46:10,650.0,10.833333333333334,1,0.2908671375101198,0.2908671375101198,0.5238823823493188,0.05785189267092073,1670.1499999999999,1466.96,0.125,0.09846738743812028,0.13,1.0,0.85,1462.26,405.10650000000004,0.0,18,0.0,0.0,0.4941581320573496,False,False,False,False,False,False,False,False,False,False,[],False
80,2024-12-11,afternoon,2024-12-11 16:57:40,2024-12-11 17:07:40,600.0,10.0,1,0.33408420444763853,0.33408420444763853,0.586423401884848,0.0817450070104291,1708.26,1507.6,0.0,0.15028713259032597,0.09,1.0,0.91,1490.82,385.83666666666676,0.0,34,0.0,0.0,0.4941581320573496,False,False,False,False,False,False,False,False,False,False,[],False
81,2024-12-12,night,2024-12-12 05:08:00,2024-12-12 05:27:55,1195.0,19.916666666666668,2,0.36660182355779436,0.33609025513804547,0.6716700171385231,0.06153362997706563,2329.21,2179.29,0.05,0.037230419909889095,0.73,1.0,0.26,2127.56,2086.6740000000004,0.0,18,0.0,0.0,0.4941581320573496,False,True,False,False,False,True,False,False,False,False,"['Sharp Power Spike', 'Deep Power Dip']",True
82,2024-12-12,morning,2024-12-12 06:08:00,2024-12-12 06:37:55,1795.0,29.916666666666668,3,0.5479769724270578,0.39567966493562895,0.9890893223595224,0.10686462249459315,3272.2300000000005,1978.97,0.058333333333333334,0.09620258572408541,0.24,1.0,0.76,1899.4299999999998,992.31375,0.0,46,0.0,0.0,0.4941581320573496,True,False,False,False,True,False,False,False,False,False,['Strong ML Anomaly'],True
83,2024-12-12,morning,2024-12-12 06:58:00,2024-12-12 07:18:05,1205.0,20.083333333333332,2,0.45492038551128416,0.3979516503907614,0.832855109062026,0.07698566196054232,2936.82,1654.1200000000001,0.016666666666666666,0.04789195014706425,0.85,1.0,0.15000000000000002,1654.1200000000001,744.7834166666667,0.0,92,0.0,0.0,0.4941581320573496,False,False,False,False,False,False,False,False,True,True,"['Repetitive Dip Pattern', 'Dip During Peak Hours']",True
84,2024-12-12,morning,2024-12-12 10:48:20,2024-12-12 10:58:20,600.0,10.0,1,0.3190121801824429,0.3190121801824429,0.5863294074335209,0.05169495293136482,1651.44,1505.6399999999999,0.05,0.04876701982100425,0.75,1.0,0.24,1490.23,208.72225000000003,0.5,9,0.041666666666666664,25.0,0.4941581320573496,False,False,False,False,False,False,True,True,False,True,"['Sustained Low Power', 'Long Near-Zero Power', 'Dip During Peak Hours']",True
85,2024-12-12,morning,2024-12-12 11:48:30,2024-12-12 12:08:30,1200.0,20.0,2,0.4069388222659295,0.38472702463582686,0.7647392280449847,0.04913841648687424,1875.4299999999998,1861.0,0.03333333333333333,0.004714045207910321,0.99,1.0,0.010000000000000009,1840.0,1550.79225,0.0,15,0.0,0.0,0.4941581320573496,False,False,False,False,False,False,False,False,False,False,[],False
86,2024-12-13,night,2024-12-13 05:53:40,2024-12-13 06:13:35,1195.0,19.916666666666668,2,0.37016774044903844,0.36913142886271244,0.6918215314976927,0.08200517828719806,2218.1,2062.79,0.058333333333333334,0.14546073830724524,0.28,1.0,0.6799999999999999,1951.4,1420.802083333333,0.0,22,0.0,0.0,0.4941581320573496,False,False,False,False,False,False,False,False,False,False,[],False
87,2024-12-13,morning,2024-12-13 06:23:40,2024-12-13 06:44:30,1250.0,20.833333333333332,2,0.32629289722434157,0.3078584964704042,0.6115951301741543,0.10108290676362434,1878.53,1876.01,0.13333333333333333,0.18011261909026685,0.1,1.0,0.89,1786.37,1653.5570833333334,0.0,20,0.0,0.0,0.4941581320573496,False,False,False,False,False,False,False,False,False,False,[],False
88,2024-12-13,morning,2024-12-13 06:54:40,2024-12-13 07:04:40,600.0,10.0,1,0.28838786326342264,0.28838786326342264,0.4664458638617124,0.11032986266513287,1482.15,1340.6399999999999,0.016666666666666666,0.08746106276509565,0.33,1.0,0.6699999999999999,1326.38,486.3608333333333,0.0,13,0.0,0.0,0.4941581320573496,False,False,False,False,False,False,False,False,False,False,[],False
89,2024-12-13,morning,2024-12-13 08:05:15,2024-12-13 08:25:20,1205.0,20.083333333333332,2,0.37112476433606517,0.3355161851780887,0.7020626343339184,0.08921331286496907,2373.5,1836.82,0.03333333333333333,0.10038246305450413,0.26,1.0,0.69,1764.6399999999999,1840.6094166666664,0.0,27,0.0,0.0,0.4941581320573496,False,False,False,False,False,False,False,False,False,False,[],False
90,2024-12-13,morning,2024-12-13 10:25:25,2024-12-13 10:45:20,1195.0,19.916666666666668,2,0.3788138598993624,0.34334939782805496,0.7167651262431347,0.059625642611176644,1977.99,1977.68,0.1,0.0644799710504484,0.55,1.0,0.42999999999999994,1917.9,1865.006416666667,0.19999999999999998,9,0.09166666666666666,60.0,0.4941581320573496,False,False,False,False,False,False,False,True,False,True,"['Long Near-Zero Power', 'Dip During Peak Hours']",True
91,2024-12-13,morning,2024-12-13 11:15:25,2024-12-13 11:25:20,595.0,9.916666666666666,1,0.3815702350724146,0.3815702350724146,0.7105485371590184,0.05259193298581078,1954.2199999999998,1937.6299999999999,0.025,0.08995427078984819,0.15,1.0,0.82,1937.6299999999999,1684.7375,0.13333333333333333,6,0.08333333333333333,50.0,0.4941581320573496,False,False,False,False,False,False,False,True,False,True,"['Long Near-Zero Power', 'Dip During Peak Hours']",True
92,2024-12-13,evening,2024-12-13 21:02:15,2024-12-13 21:12:10,595.0,9.916666666666666,1,0.37542940731927266,0.37542940731927266,0.6727757061538036,0.07808310848474176,3395.17,1557.26,0.05,0.04501473524179487,0.64,1.0,0.35,1557.26,390.82325000000003,0.0,15,0.0,0.0,0.4941581320573496,False,False,False,False,False,False,False,False,False,False,[],False
93,2024-12-14,morning,2024-12-14 06:43:50,2024-12-14 06:53:45,595.0,9.916666666666666,1,0.3061132858531727,0.3061132858531727,0.5436660612119116,0.0685605104944338,1532.76,1485.81,0.03333333333333333,0.11070076658371532,0.18,1.0,0.8200000000000001,1467.89,363.43316666666664,0.0,6,0.0,0.0,0.4941581320573496,False,False,False,False,False,False,False,False,False,False,[],False
94,2024-12-14,morning,2024-12-14 07:13:50,2024-12-14 07:33:45,1195.0,19.916666666666668,2,0.4154667898136226,0.3826133345460243,0.7459464868535579,0.08498709277368731,1927.1,1811.01,0.041666666666666664,0.18335234749883442,0.07,1.0,0.8799999999999999,1792.82,1076.6010833333332,0.0,19,0.0,0.0,0.4941581320573496,False,False,False,False,False,False,False,False,False,False,[],False
95,2024-12-14,morning,2024-12-14 07:43:50,2024-12-14 09:13:45,5395.0,89.91666666666667,9,0.4898099267275774,0.40372173363721475,0.8412290419067477,0.13839081154840707,2912.58,1802.8100000000002,0.058333333333333334,0.0897059625789848,0.07,1.0,0.8999999999999999,1792.6600000000003,1844.6696666666667,0.0,223,0.0,0.0,0.4941581320573496,False,False,False,False,False,False,False,False,True,True,"['Repetitive Dip Pattern', 'Dip During Peak Hours']",True
96,2024-12-14,morning,2024-12-14 11:44:05,2024-12-14 12:04:00,1195.0,19.916666666666668,2,0.4034471127185587,0.386056485660749,0.7630511031718233,0.043843122265294125,2070.48,1915.98,0.058333333333333334,0.07339315741644827,0.52,1.0,0.48,1915.98,1602.4834999999998,0.20833333333333334,19,0.25,150.0,0.4941581320573496,False,False,False,False,False,False,False,True,False,True,"['Long Near-Zero Power', 'Dip During Peak Hours']",True
97,2024-12-14,evening,2024-12-14 18:24:25,2024-12-14 18:44:25,1200.0,20.0,2,0.39136653385182457,0.3838166018070278,0.7438559735526539,0.05536522154883504,2122.67,2020.8100000000002,0.058333333333333334,0.10715769143338864,0.36,1.0,0.63,2020.8100000000002,1474.4793333333332,0.0,29,0.0,0.0,0.4941581320573496,False,False,False,False,False,True,False,False,False,True,"['Deep Power Dip', 'Dip During Peak Hours']",True
98,2024-12-14,evening,2024-12-14 20:04:45,2024-12-14 20:14:40,595.0,9.916666666666666,1,0.29798692877342176,0.29798692877342176,0.54855268456603,0.047421172980813456,1601.52,1546.4299999999998,0.1,0.05528687808955113,0.66,1.0,0.32999999999999996,1546.4299999999998,163.10699999999997,0.0,5,0.0,0.0,0.4941581320573496,False,False,False,False,False,False,False,False,False,False,[],False
99,2024-12-15,morning,2024-12-15 06:25:30,2024-12-15 06:35:35,605.0,10.083333333333334,1,0.2999737566651101,0.2999737566651101,0.5359472117616335,0.06400030156858667,1689.62,1541.32,0.041666666666666664,0.09262454078458665,0.51,1.0,0.48,1541.32,431.4855,0.0,11,0.0,0.0,0.4941581320573496,False,False,False,False,False,False,False,False,False,False,[],False
100,2024-12-15,morning,2024-12-15 07:15:45,2024-12-15 08:05:40,2995.0,49.916666666666664,5,0.44711495773882154,0.3837798988249693,0.7833180709075647,0.11091184457007845,2994.49,1906.23,0.041666666666666664,0.1466537636369721,0.2,1.0,0.78,1906.23,1670.637,0.0,103,0.0,0.0,0.4941581320573496,False,False,False,False,False,False,False,False,True,True,"['Repetitive Dip Pattern', 'Dip During Peak Hours']",True
101,2024-12-15,morning,2024-12-15 08:15:50,2024-12-15 08:25:45,595.0,9.916666666666666,1,0.3030710390022473,0.3030710390022473,0.5256589537916021,0.08048312421289254,537.89,516.94,0.008333333333333333,0.15417198189035516,0.01,1.0,0.98,400.48999999999995,89.3765,0.20833333333333334,34,0.0,0.0,0.4941581320573496,False,False,True,False,False,False,False,False,False,False,['PF Abnormality'],True
102,2024-12-15,afternoon,2024-12-15 15:57:40,2024-12-15 16:07:40,600.0,10.0,1,0.287154048157017,0.287154048157017,0.5007187515298405,0.07358934478419353,1631.86,1584.09,0.1,0.11480660066196346,0.17,1.0,0.82,1584.09,205.33550000000005,0.0,4,0.0,0.0,0.4941581320573496,False,False,False,False,False,False,False,False,False,False,[],False
103,2024-12-15,afternoon,2024-12-15 16:57:45,2024-12-15 17:07:55,610.0,10.166666666666666,1,0.3462587227363373,0.3462587227363373,0.5896030074199567,0.10291443805271781,1594.22,1593.03,0.075,0.18754969711756106,0.05,1.0,0.94,1593.03,238.77608333333336,0.0,1,0.0,0.0,0.4941581320573496,False,False,False,False,False,False,False,False,False,False,[],False
104,2024-12-15,evening,2024-12-15 18:46:15,2024-12-15 18:57:05,650.0,10.833333333333334,1,0.30193332329112327,0.30193332329112327,0.5559019109720816,0.04796473561016493,1732.02,1730.66,0.13333333333333333,0.12534441440376282,0.06,1.0,0.9299999999999999,1552.96,88.66408333333334,0.0,9,0.0,0.0,0.4941581320573496,False,False,False,False,False,False,False,False,False,False,[],False
105,2024-12-15,evening,2024-12-15 19:41:05,2024-12-15 20:02:50,1305.0,21.75,2,0.3908743469375323,0.35654249715473735,0.7339286333612792,0.047820060513785394,2215.17,1618.12,0.15,0.10393343890308941,0.42,1.0,0.55,1618.12,404.9540833333333,0.0,15,0.0,0.0,0.4941581320573496,False,False,False,True,False,False,False,False,False,False,['Meter Freeze'],True
106,2024-12-15,evening,2024-12-15 23:41:40,2024-12-16 00:03:25,1305.0,21.75,2,0.3346191196204369,0.328856326849492,0.5751139558853693,0.1103653607232637,1841.24,1760.8500000000001,0.125,0.22365137491193743,0.0,1.0,0.96,1752.6200000000001,212.73716666666672,0.0,6,0.0,0.0,0.4941581320573496,False,False,True,False,False,False,False,False,False,False,['PF Abnormality'],True
107,2024-12-16,night,2024-12-16 02:25:45,2024-12-16 02:36:35,650.0,10.833333333333334,1,0.3456128491018495,0.3456128491018495,0.5714621988747637,0.11976349932893525,1649.96,1649.96,0.10833333333333334,0.23810990401259852,0.06,1.0,0.9099999999999999,1470.08,75.42808333333335,0.0,11,0.0,0.0,0.4941581320573496,False,False,True,False,False,False,False,False,False,False,['PF Abnormality'],True
108,2024-12-16,morning,2024-12-16 06:04:40,2024-12-16 06:15:25,645.0,10.75,1,0.3217999430298507,0.3217999430298507,0.5579183639096066,0.08568152215009478,1618.65,1556.52,0.1,0.1633926550436776,0.1,1.0,0.88,1544.37,390.65025,0.0,15,0.0,0.0,0.4941581320573496,False,False,False,False,False,False,False,False,False,False,[],False
109,2024-12-16,morning,2024-12-16 06:37:20,2024-12-16 07:42:45,3925.0,65.41666666666667,6,0.5022429393642328,0.41711683714231346,0.8792153548612646,0.14137097441303978,3606.27,1821.3,0.125,0.1748980655505753,0.01,1.0,0.97,1760.7,2657.9186666666665,0.0,119,0.0,0.0,0.4941581320573496,True,False,True,False,True,False,False,False,True,True,"['PF Abnormality', 'Strong ML Anomaly', 'Repetitive Dip Pattern', 'Dip During Peak Hours']",True
110,2024-12-16,morning,2024-12-16 08:04:40,2024-12-16 08:15:35,655.0,10.916666666666666,1,0.3271767374157329,0.3271767374157329,0.5556993358927325,0.09865413893873332,1439.5,1396.76,0.125,0.15104246551512884,0.3,1.0,0.69,1383.29,195.90416666666667,0.3333333333333333,18,0.0,0.0,0.4941581320573496,False,False,False,False,False,False,True,False,False,True,"['Sustained Low Power', 'Dip During Peak Hours']",True
111,2024-12-16,morning,2024-12-16 09:32:10,2024-12-16 10:05:10,1980.0,33.0,3,0.4088943591615216,0.3701960468412437,0.7737235225563601,0.04557938971506274,1950.04,1850.6699999999998,0.125,0.07106916623183987,0.41,1.0,0.5800000000000001,1819.8899999999999,714.6660833333333,0.33055555555555555,35,0.31666666666666665,260.0,0.4941581320573496,False,False,False,False,False,False,True,True,False,True,"['Sustained Low Power', 'Long Near-Zero Power', 'Dip During Peak Hours']",True
112,2024-12-16,morning,2024-12-16 10:49:00,2024-12-16 10:59:50,650.0,10.833333333333334,1,0.3195251353346445,0.3195251353346445,0.5123622442963437,0.12668802637294527,1272.03,1269.8300000000002,0.1,0.15969743527475114,0.11,1.0,0.88,1217.01,121.18666666666667,0.5333333333333333,5,0.0,0.0,0.4941581320573496,False,False,False,False,False,False,True,False,False,True,"['Sustained Low Power', 'Dip During Peak Hours']",True
113,2024-12-16,evening,2024-12-16 18:25:45,2024-12-16 18:35:40,595.0,9.916666666666666,1,0.3339112783278226,0.3339112783278226,0.5582504367366841,0.10957211991896114,1705.32,1567.4399999999998,0.041666666666666664,0.19955907994598718,0.11,1.0,0.89,1564.56,369.93850000000003,0.0,4,0.0,0.0,0.4941581320573496,False,False,False,False,False,False,False,False,False,False,[],False
114,2024-12-16,evening,2024-12-16 18:45:45,2024-12-16 19:05:40,1195.0,19.916666666666668,2,0.3863130490449854,0.3609918251484282,0.7330946345978759,0.08244367686379941,2132.16,2033.58,0.08333333333333333,0.15602207820974856,0.12,1.0,0.88,2033.58,1618.9285833333333,0.0,19,0.0,0.0,0.4941581320573496,False,False,False,False,False,True,False,False,False,True,"['Deep Power Dip', 'Dip During Peak Hours']",True
115,2024-12-16,evening,2024-12-16 20:07:35,2024-12-16 20:17:30,595.0,9.916666666666666,1,0.307945185888218,0.307945185888218,0.5450598979335931,0.07083047384284295,1665.47,1654.6599999999999,0.03333333333333333,0.04094296507202291,0.81,1.0,0.17999999999999994,1643.3000000000002,219.14991666666668,0.0,5,0.0,0.0,0.4941581320573496,False,False,False,False,False,False,False,False,False,False,[],False
116,2024-12-16,evening,2024-12-16 21:39:30,2024-12-16 21:49:35,605.0,10.083333333333334,1,0.3038238659755589,0.3038238659755589,0.5051230186752679,0.10252471327584992,1869.57,1689.18,0.016666666666666666,0.11301176806962282,0.3,1.0,0.69,1686.32,325.41883333333334,0.0,17,0.0,0.0,0.4941581320573496,False,False,False,False,False,False,False,False,False,False,[],False
117,2024-12-17,morning,2024-12-17 06:00:15,2024-12-17 06:20:10,1195.0,19.916666666666668,2,0.46358629994878897,0.4598954510121546,0.8328794783295808,0.09429312156799723,3453.77,2026.52,0.025,0.15944661245138517,0.02,1.0,0.96,1974.3099999999997,1382.4403333333332,0.0,29,0.0,0.0,0.4941581320573496,False,False,False,False,False,True,False,False,False,True,"['Deep Power Dip', 'Dip During Peak Hours']",True
118,2024-12-17,morning,2024-12-17 06:40:55,2024-12-17 07:00:50,1195.0,19.916666666666668,2,0.345985789578203,0.3191041537180991,0.6378720540628204,0.10064741809420052,1852.37,1848.34,0.025,0.1477012515932828,0.09,1.0,0.89,1741.99,1447.2781666666667,0.0,32,0.0,0.0,0.4941581320573496,False,False,False,False,False,False,False,False,False,False,[],False
119,2024-12-17,morning,2024-12-17 08:20:55,2024-12-17 08:40:50,1195.0,19.916666666666668,2,0.3577710774902198,0.33686410967946184,0.6752993972084608,0.07555744714702642,1860.94,1853.75,0.025,0.1223675871662463,0.2,1.0,0.78,1853.75,1780.1915833333335,0.20833333333333334,22,0.0,0.0,0.4941581320573496,False,False,False,False,False,False,False,False,False,False,[],False
120,2024-12-17,morning,2024-12-17 11:31:05,2024-12-17 15:32:30,14485.0,241.41666666666666,3,0.64214668743688,0.5232674965022682,0.8130968999447087,0.5313205353617201,911.64,854.78,1.0,0.004175823272122519,0.99,1.0,0.010000000000000009,854.78,730.76125,0.4055555555555555,7,1.0,730.0,0.4941581320573496,True,False,False,True,True,False,True,True,False,True,"['Meter Freeze', 'Strong ML Anomaly', 'Sustained Low Power', 'Long Near-Zero Power', 'Dip During Peak Hours']",True
121,2024-12-19,afternoon,2024-12-19 17:05:20,2024-12-19 17:27:05,1305.0,21.75,2,0.302388532106013,0.29437219051634156,0.4970226510729488,0.10775441313907727,1590.52,1524.41,0.125,0.19598892755005887,0.01,1.0,0.98,1515.5099999999998,159.6616666666667,0.0,41,0.0,0.0,0.4941581320573496,False,False,True,False,False,False,False,False,False,False,['PF Abnormality'],True
122,2024-12-19,evening,2024-12-19 18:41:10,2024-12-19 18:53:05,715.0,11.916666666666666,1,0.30603402103916477,0.30603402103916477,0.41777551606522795,0.19429252601310157,1481.1999999999998,1451.48,0.05,0.08916261673045617,0.51,1.0,0.48,1401.69,377.44341666666674,0.0,15,0.0,0.0,0.4941581320573496,False,False,False,False,False,False,False,False,False,False,[],False
123,2024-12-20,morning,2024-12-20 06:19:15,2024-12-20 07:07:20,2885.0,48.083333333333336,4,0.4728436194360284,0.40165980200460866,0.7997740983469137,0.14591314052514304,2953.7999999999997,1911.9500000000003,0.03333333333333333,0.15153098326378303,0.01,1.0,0.99,1883.0700000000002,1661.3408333333332,0.0,160,0.0,0.0,0.4941581320573496,False,False,True,False,False,False,False,False,True,True,"['PF Abnormality', 'Repetitive Dip Pattern', 'Dip During Peak Hours']",True
124,2024-12-20,morning,2024-12-20 07:55:40,2024-12-20 08:07:40,720.0,12.0,1,0.29303514254836616,0.29303514254836616,0.4594091649658493,0.12666112013088296,1372.1,1362.8799999999999,0.08333333333333333,0.21651903624290303,0.02,1.0,0.98,1351.54,58.16991666666667,0.0,5,0.0,0.0,0.4941581320573496,False,False,True,False,False,False,False,False,False,False,['PF Abnormality'],True
125,2024-12-20,morning,2024-12-20 09:08:05,2024-12-20 09:32:15,1450.0,24.166666666666668,2,0.4229737300653062,0.37433425873187354,0.8055389080240469,0.049821803993856884,3046.15,1770.83,0.05,0.01978425299743882,0.83,1.0,0.17000000000000004,1770.83,1445.6136666666666,0.25416666666666665,18,0.0,0.0,0.4941581320573496,False,False,False,False,False,False,False,False,False,False,[],False
126,2024-12-20,morning,2024-12-20 09:44:20,2024-12-20 09:56:25,725.0,12.083333333333334,1,0.3139821654268172,0.3139821654268172,0.5680832951240443,0.059881035729590075,1957.23,1830.3000000000002,0.06666666666666667,0.049480004378873434,0.71,1.0,0.24,1828.01,407.41808333333324,0.175,4,0.0,0.0,0.4941581320573496,False,False,False,False,False,False,False,False,False,False,[],False
127,2024-12-20,morning,2024-12-20 10:08:30,2024-12-20 10:32:40,1450.0,24.166666666666668,2,0.4261196023744027,0.38476823103922475,0.7288975078120116,0.12334169693679382,3021.87,1888.44,0.058333333333333334,0.08726333072309862,0.48,1.0,0.52,1861.67,890.949,0.0125,17,0.0,0.0,0.4941581320573496,False,False,False,False,False,False,False,False,False,False,[],False
128,2024-12-21,morning,2024-12-21 06:28:10,2024-12-21 06:39:05,655.0,10.916666666666666,1,0.38832064883781237,0.38832064883781237,0.6687479299267375,0.1078933677488873,2088.1000000000004,1733.19,0.09166666666666666,0.1193579758076053,0.19,1.0,0.76,1733.19,359.8233333333334,0.0,42,0.0,0.0,0.4941581320573496,False,False,False,False,False,False,False,False,False,False,[],False
129,2024-12-21,morning,2024-12-21 07:01:00,2024-12-21 07:11:55,655.0,10.916666666666666,1,0.3151793800269507,0.3151793800269507,0.5610567647465403,0.06930199530736104,1431.94,1379.68,0.16666666666666666,0.12888881405649166,0.14,1.0,0.86,1374.69,378.84524999999996,0.0,9,0.0,0.0,0.4941581320573496,False,False,False,True,False,False,False,False,False,False,['Meter Freeze'],True
130,2024-12-21,morning,2024-12-21 08:06:40,2024-12-21 08:50:40,2640.0,44.0,4,0.43929660243578045,0.3780642710378189,0.8220930265925034,0.05984055441813951,3146.1,3144.12,0.14166666666666666,0.1332457785447629,0.22,1.0,0.72,1865.5100000000002,1516.0950833333334,0.22916666666666669,19,0.016666666666666666,10.0,0.4941581320573496,False,True,False,False,False,False,False,True,False,True,"['Sharp Power Spike', 'Long Near-Zero Power', 'Dip During Peak Hours']",True
